,Unnamed: 0,title,港股,国内财经,基金,美股,期货,生活,外汇,证券,classify,检验
4041,4041,"落马官员遗留工程烂尾之殇：千户家庭失房十年非个例
",0,1,0,0,0,1,0,1,国内财经,证券
4042,4042,"移民庇护城市芝加哥将起诉特朗普政府
",0,2,0,4,1,0,1,1,美股,国内财经
4043,4043,"马克龙想给老婆“官方名分” 16万人实名抗议
",0,1,1,1,0,0,0,0,美股,证券
4044,4044,"阿里巴巴和亚马逊在东南亚对垒 京东或加入混战
",0,1,0,4,2,0,1,1,美股,美股
4045,4045,"午评：大盘调整基本到位 涨价分化仍有机会
",2,1,0,0,1,0,0,0,证券,港股
4046,4046,"午评：杭州园林、龙大肉食盘中闪崩 杭州园林跌停
",0,0,0,0,1,0,0,0,证券,国内财经
4047,4047,"午评：港股通(沪)用额5.57亿 港股通(深)用额2.…
",7,1,4,0,0,2,0,8,港股,港股
4048,4048,"珍爱网打算赚7.25亿 “单身狗”们你会为之贡献么？
",2,1,1,0,1,2,0,4,证券,证券
4049,4049,"午评：港股恒指涨0.38% 腾讯涨2.7%市值超越阿里
",9,1,1,1,1,1,0,7,港股,港股
4050,4050,"商品期货涨跌互现 螺纹热卷涨停PTA盘中闪崩
",2,0,1,0,6,0,0,1,期货,证券
4051,4051,"德媒：保险业务面临困难 巴菲特公司业绩大幅下滑
",0,0,0,0,0,1,0,3,美股,证券
4052,4052,"中小创接力权重蓝筹 短期或存博弈机会
",0,0,0,0,3,0,0,0,证券,证券
4053,4053,"午评：沪指震荡跌0.17% 钢铁股大涨
",5,2,2,0,1,0,0,5,证券,证券
4054,4054,"午评：沪指窄幅震荡 创业板冲高回落涨0.72%
",4,1,1,0,0,1,0,4,证券,证券
4055,4055,"国君:电解铝2万/吨不是梦 市场对价格弹性预期仍不足
",0,3,2,3,3,2,0,3,证券,证券
4056,4056,"罚单大减！特朗普治下美国监管机构对商界友好
",0,0,0,5,1,0,1,1,美股,证券
4057,4057,"午评：沪指宽幅震荡微跌0.17% 资金分歧进一步加大
",2,2,2,0,1,1,0,4,证券,证券
4058,4058,"名博午后看市：高于3256波段风险偏大
",0,0,0,0,0,2,1,1,证券,证券
4059,4059,"环保限产下 周期品种或持续发力（受益股）
",1,0,0,0,4,0,0,3,证券,期货
4060,4060,"程定华：大宗商品上涨的原因剖析和未来走势展望
",3,0,0,0,2,1,1,0,证券,港股
4061,4061,"午评：两市分化 创业板收复到5日线
",1,0,0,1,0,2,1,1,证券,证券
4062,4062,"午评：沪股通净流入7.2亿 深股通净流入8.29亿
",7,2,3,1,1,1,0,8,港股,证券
4063,4063,"日本股市早盘上扬 东证指数创两年高位
",2,0,0,2,0,1,1,4,美股,证券
4064,4064,"午评：沪指弱势震荡跌0.17% 钢铁板块上演过山车行情
",2,2,2,0,2,1,0,4,证券,证券
4065,4065,"中国互联网20年：一人、一“狗”、一群狼
",2,2,0,3,1,2,1,1,证券,国内财经
4066,4066,"钢铁板块反弹 柳钢股份重封涨停板
",3,0,1,0,0,0,1,5,证券,证券
4067,4067,"稀土板块拉升 盛和资源涨逾7%
",3,1,0,0,0,0,1,2,证券,港股
4068,4068,"国金策略：稀土价格受益于产能周期的推动
",0,0,0,0,3,0,0,1,证券,证券
4069,4069,"快讯：华多利集团被列入除牌程式第一阶段 下跌超40%
",3,1,0,0,1,2,1,1,港股,港股
4070,4070,"快讯：大摩给予正通汽车增持评级 股价涨近8%
",9,0,0,2,1,0,0,5,港股,港股
4071,4071,"外国人来中国代购小米 中国手机开始被世界追捧
",2,3,0,3,1,2,1,0,美股,美股
4072,4072,"香港流感肆虐深圳最高级别预警 A股抗感公司挺身而出
",1,0,2,0,0,1,0,5,证券,证券
4073,4073,"香港流感肆虐 A股“抗感”公司挺身而出
",1,0,1,0,0,1,0,5,证券,证券
4074,4074,"没有永远的敌人，兖煤、嘉能由情敌变伙伴
",0,0,0,1,0,0,0,0,证券,美股
4075,4075,"稀土板块拉升 盛和资源涨逾7%
",3,1,0,0,0,0,1,2,证券,港股
4076,4076,"快讯：沪指窄幅震荡跌0.13% 钢铁板块跳水后回升
",3,1,2,0,1,0,0,4,证券,证券
4077,4077,"基因测序板块表现抢眼 荣之联等个股走强
",1,1,0,0,0,1,0,3,证券,证券
4078,4078,"钢铁板块攻势再起 柳钢股份涨停
",3,0,1,0,0,0,0,5,证券,证券
4079,4079,"邦达亚洲:非农强劲重燃和加息预期 美元大幅反弹
",1,0,1,3,2,1,7,0,外汇,外汇
4080,4080,"楚天高速并购交易被提前泄露 双翼科技负责人罚百万
",0,1,0,1,0,1,0,0,证券,证券
4081,4081,"姜超：若放任地产投资回升 将形成新一轮库存问题
",0,3,0,4,3,1,0,2,国内财经,国内财经
4082,4082,"传销在中国28年:从日本等地流入 分南派北派
",4,4,0,7,2,2,2,4,国内财经,外汇
4083,4083,"网曝螺纹钢大户爆仓账户被强平 导致PTA暴跌
",0,1,0,0,2,1,0,0,期货,证券
4084,4084,"央行提稳楼市政策建议：积极发展长期公共租赁住房
",0,3,0,0,1,0,0,0,国内财经,国内财经
4085,4085,"快讯:内地紧缩调控措施内房股集体下挫 碧桂园跌近5%
",3,0,0,0,1,1,0,3,港股,证券
4086,4086,"基因测序板块表现抢眼 荣之联等个股走强
",1,1,0,0,0,1,0,3,证券,证券
4087,4087,"TFX拓瑞:非农救驾美元绝处逢生 金价承压非美受重伤
",1,0,0,3,1,1,6,0,外汇,外汇
4088,4088,"经济日报：形势回稳向好 夸大资本外流压力不靠谱
",1,3,0,3,0,1,1,1,美股,证券
4089,4089,"牛汇:本周重磅事件和数据前瞻
",0,0,0,1,0,0,4,0,外汇,外汇
4090,4090,"牛汇:黄金走势分歧越来越大 多空输赢定论难下
",0,0,0,0,0,0,4,0,外汇,外汇
4091,4091,"人民日报谈灰犀牛:上医治未病 防患未然胜过亡羊补牢
",1,0,0,2,0,1,1,1,国内财经,证券
4092,4092,"李嘉诚力挺内地香港市场，长实海外投资目标已过半
",0,3,2,1,1,0,0,2,证券,国内财经
4093,4093,"招商局港口（00144.HK）24.9买望25.75元
",2,2,2,0,0,4,0,2,证券,证券
4094,4094,"【名家专栏】大市高位巩固
",0,0,0,0,0,1,0,1,证券,证券
4095,4095,"【焦点追击】美图有望实现盈利 股价势展升浪
",3,0,0,2,0,0,0,3,证券,港股
4096,4096,"【市况分析】恒指连升四周　美股继续造好
",2,0,0,1,0,0,0,3,证券,证券
4097,4097,"【个股分析】大酒店折让仍大
",1,2,0,0,0,0,0,2,证券,证券
4098,4098,"稀土业“打黑”价格继续暴涨 年内或看不到终点
",3,1,1,2,1,1,0,0,证券,证券
4099,4099,"iFOREX:黄金1259看空 美原油50.00看空
",0,1,1,1,1,2,4,1,外汇,外汇
4100,4100,"4只A股跌停 国防军工行业跌幅最大
",1,0,2,0,1,0,0,3,证券,证券
4101,4101,"快讯：铝价持续上涨 中国忠旺涨超10%创逾两年新高
",7,4,1,3,2,1,1,2,港股,国内财经
4102,4102,"沪指企稳回升 生物制品板块抢眼
",1,0,1,0,0,0,0,3,证券,证券
4103,4103,"党报：灰犀牛究竟何来头？为何对经济社会破坏极大？
",0,2,0,2,2,0,0,0,国内财经,国内财经
4104,4104,"杭州园林“闪崩” 股价快速跌停
",2,0,0,0,1,0,0,3,证券,证券
4105,4105,"中金梁红:准M2预示短期内经济增长无虞 再通胀望持续
",1,3,0,1,1,1,0,1,国内财经,国内财经
4106,4106,"新鸿基：港股周五高开33点，主板成交807亿港元。
",8,2,2,3,2,1,0,8,港股,港股
4107,4107,"央行报告：北京楼市止升回稳 未来商品房供给偏紧
",0,5,0,0,2,0,0,0,国内财经,国内财经
4108,4108,"山石密语：市场整体进入修整阶段
",0,1,1,1,1,0,0,2,证券,证券
4109,4109,"中远海发：请看一场迟来的大象起舞
",0,0,0,0,0,1,0,0,证券,证券
4110,4110,"QFII赚钱套路原来靠“等” 两年持有白酒股大赚
",1,0,0,0,0,1,0,2,证券,港股
4111,4111,"交银国际：互联网与创新中心
",2,2,0,2,2,1,1,1,港股,港股
4112,4112,"医药数据全面转好？医药新周期初现端倪
",0,1,0,2,3,0,1,2,证券,证券
4113,4113,"快讯：金川国际股价涨12.41% 六日累涨超60%
",8,1,1,1,1,1,2,6,港股,港股
4114,4114,"快讯： 生物制品板块早盘活跃 艾德生物涨停
",4,0,1,0,0,0,0,3,证券,证券
4115,4115,"《战狼2》票房32亿元逼近票房纪录 影视龙头走强
",2,0,1,0,0,2,0,3,证券,证券
4116,4116,"“打飞的”出行不再是梦！迪拜率先试行飞行出租车
",0,1,0,1,0,1,0,0,美股,证券
4117,4117,"创业板个股集体拉升 关注阶段性局部机会是关键
",1,1,0,1,1,0,0,2,证券,证券
4118,4118,"招银国际：市场份额扩大但增长放缓
",1,2,3,1,2,0,1,2,港股,证券
4119,4119,"AETOS艾拓思:非农数据持续增长 经济发展前景利好
",0,3,0,2,0,0,4,0,外汇,外汇
4120,4120,"快讯：沪指回升翻红涨0.05% 禽流感概念领涨
",5,0,1,0,0,1,0,3,证券,证券
4121,4121,"次新股快速拉升 皮阿诺等多股涨停
",3,1,1,1,1,1,0,4,证券,证券
4122,4122,"次新股快速拉升 皮阿诺等多股涨停
",3,1,1,1,1,1,0,4,证券,证券
4123,4123,"高层释放一重大信号 一类股成领涨新王牌
",3,1,0,1,1,1,0,3,证券,证券
4124,4124,"方正证券20亿限售股本周解禁 但有九成要被冻结两年
",3,1,1,1,0,2,0,5,证券,证券
4125,4125,"乐视高层无法直接联系贾跃亭 讨债者自掏腰包悬赏
",0,1,0,0,1,1,0,0,证券,国内财经
4126,4126,"第一上海：非农好预期   股汇齐扬
",3,0,0,0,1,3,1,2,港股,证券
4127,4127,"电视、内容、投资 谁能撑起暴风的未来？
",0,1,0,0,0,0,0,0,证券,国内财经
4128,4128,"生物制品板块早盘活跃 艾德生物涨停
",2,0,1,0,0,0,0,2,证券,证券
4129,4129,"快讯:腾讯股价涨近3%创新高 市值3885亿美元超阿里
",10,1,1,6,3,2,2,8,港股,港股
4130,4130,"中金：医药板块中报风险释放 回调是加仓白马好时机
",0,0,0,0,0,0,1,1,证券,证券
4131,4131,"第一上海：技术性超买仍有待改善 关注27300的支撑力
",3,2,0,1,0,5,0,2,港股,证券
4132,4132,"奇牛国际:非农促美元强势反弹 上行能否持续依旧是迷
",2,0,0,3,2,2,6,0,外汇,外汇
4133,4133,"解剖暴风：它是“缩小版乐视”吗？
",0,0,0,0,0,0,0,0,证券,证券
4134,4134,"创业板指早盘强势走高涨逾1%
",2,1,1,0,0,0,0,1,证券,证券
4135,4135,"耀才证券﹕恒指仍有望再向上试高位
",2,1,0,0,0,1,0,1,港股,证券
4136,4136,"中金：恒生国企指数或纳入40只红筹及中资民营股
",1,1,1,0,2,0,0,3,证券,证券
4137,4137,"兴业投资:非农强于预期 美元绝地反弹
",1,1,0,3,2,1,4,0,外汇,外汇
4138,4138,"光大证券：3300是本轮反弹的坎 精选周期关注国改
",1,0,0,1,2,0,1,1,证券,证券
4139,4139,"快讯：市场冰火两重天 沪指快速跳水跌0.27%
",4,2,2,1,2,1,0,7,证券,证券
4140,4140,"创业板指强势走高涨逾1%
",2,1,1,0,0,0,0,1,证券,证券
4141,4141,"强化监管 上市公司董监高应对重组方业绩承诺担责
",0,0,0,1,2,2,0,4,证券,证券
4142,4142,"美股投资者大规模抛售医保股 科技股偏好亦消退
",1,1,1,1,0,0,0,2,美股,美股
4143,4143,"申万宏源：恒指按周升2.16%，连日升至近26个月高位
",4,3,2,2,1,1,2,4,港股,证券
4144,4144,"油改概念股拉升 泰山石油涨逾6%
",3,0,0,0,0,0,0,3,证券,证券
4145,4145,"8月7日10点交易员正关注要闻
",5,3,2,7,2,0,2,4,美股,美股
4146,4146,"快讯：无缘赵薇万家文化易主 复牌首日股价涨停
",7,0,1,1,0,1,1,8,证券,港股
4147,4147,"中美电商巨头在东南亚市场硝烟渐起
",0,2,1,4,1,0,0,3,美股,证券
4148,4148,"油改概念股拉升 泰山石油涨逾6%
",3,0,0,0,0,0,0,3,证券,证券
4149,4149,"快讯：次新股集体反弹 卫信康快速封涨停
",5,1,1,1,1,0,1,5,证券,证券
4150,4150,"钢铁板块快速走强 柳钢股份等2股涨停
",3,0,1,0,0,2,0,6,证券,证券
4151,4151,"快讯：创业板个股集体拉升 网络安全板块涨幅领先
",5,1,0,0,0,0,0,4,证券,证券
4152,4152,"快讯：油改概念股走高 泰山石油涨逾7%
",6,1,0,0,0,0,0,5,证券,港股
4153,4153,"快讯：股价涨超2%再创新高 腾讯市值一度超越阿里
",7,1,0,1,1,2,0,6,港股,港股
4154,4154,"快讯：钢铁股高开低走 创业板指快速拉升涨逾1%
",5,1,1,0,0,0,0,4,证券,证券
4155,4155,"贵人资本:料港股持续上落  可留意二线蓝筹
",4,0,1,1,0,1,0,3,港股,港股
4156,4156,"津冀规划建世界级港口群 两家上市公司受益
",0,0,1,0,1,3,0,3,证券,证券
4157,4157,"钢铁板块继续强势 黄金等概念板块跌幅居前
",0,0,0,0,1,1,2,1,证券,证券
4158,4158,"万科1700亿投资成色 住宅销售放缓哪才是郁亮新战场
",2,4,3,1,1,0,0,4,证券,证券
4159,4159,"三元股份国际化大动作不断 携手复星跨国收购存变数
",3,1,0,1,1,3,1,3,证券,证券
4160,4160,"英皇证券:美元股或迎操作机遇 华润水泥绩佳续寻顶
",3,0,0,3,2,1,2,2,港股,国内财经
4161,4161,"港股表现冠绝全球市场 少数权重股贡献主要涨幅
",5,1,2,3,1,0,0,5,美股,证券
4162,4162,"江泉实业再度易主 接盘方疑与华信系密切相关
",0,1,0,1,1,2,0,0,证券,国内财经
4163,4163,"医药股表现抢眼 鲁抗医药涨停
",3,0,1,0,0,0,0,3,证券,港股
4164,4164,"快讯：皮阿诺拟10转15股派3元 股价一字板涨停
",7,1,3,0,0,3,0,5,证券,证券
4165,4165,"巨人网络资本运作不断不被看好 4个月市值蒸发600亿
",2,4,2,3,1,2,1,3,证券,美股
4166,4166,"医药股表现抢眼 鲁抗医药涨停
",3,0,1,0,0,0,0,3,证券,港股
4167,4167,"交银国际：硅片销量增加 弥补毛利率下滑的负面影响
",2,0,0,0,1,0,1,1,港股,港股
4168,4168,"快讯：香港流感造成315人死亡 鲁抗医药触及涨停
",4,1,3,1,1,1,0,2,证券,证券
4169,4169,"快讯：钢铁行业二季度业绩超预期 马鞍山钢铁涨超7%
",5,1,0,0,1,0,0,3,港股,证券
4170,4170,"开盘：两市低开 钢铁领涨持续走强
",2,0,0,0,0,0,0,0,证券,港股
4171,4171,"蓝宝石诈骗案嫌犯落网 受骗股民800多人涉案达3亿元
",4,0,2,2,1,2,0,5,证券,证券
4172,4172,"武汉凡谷高管凶猛减持后修正业绩:预亏3000万变1.6…
",0,1,1,1,0,0,0,1,证券,证券
4173,4173,"法拉第未来租下加州废弃轮胎厂 FF91或将量产
",0,2,1,3,2,0,0,1,证券,国内财经
4174,4174,"申万宏源:恒指按周升2.16%  连日升至近26个月高…
",4,3,2,2,1,1,2,4,港股,证券
4175,4175,"股民陷入连环套被骗95万 诈骗犯被判处有期徒刑12年
",1,2,1,0,1,4,0,3,证券,证券
4176,4176,"深港通名单调整在即 谁是新贵谁是阿斗？
",1,2,2,3,1,0,0,2,证券,证券
4177,4177,"健康元隐瞒多次环保处罚? 324亿市值蒸发股民苦
",3,0,1,0,1,2,0,5,证券,证券
4178,4178,"第一上海：非农好预期   股汇齐扬
",3,0,0,0,1,3,1,2,港股,证券
4179,4179,"快讯：钢铁板块强势高开 安阳钢铁一字板涨停
",4,0,2,0,0,1,0,3,证券,证券
4180,4180,"周期股从“二人转”到”三国演义”：机会还是风险？
",1,0,0,1,3,0,1,3,证券,证券
4181,4181,"快讯：PTA一分钟闪崩5.38% 血洗全部多头
",3,0,0,1,2,2,0,2,期货,证券
4182,4182,"开盘：两市涨跌不一沪指跌0.14% 钢铁板块大幅高开
",3,2,2,1,1,2,0,3,证券,证券
4183,4183,"螺纹钢涨这么多 怎么就不能空？
",2,1,0,1,1,1,0,0,期货,证券
4184,4184,"第一上海：技术性超买仍有待改善 关注27300的支撑力
",3,2,0,1,0,5,0,2,港股,证券
4185,4185,"造纸企业竞相提价 多机构坚定看好行业龙头
",0,2,0,0,0,0,0,1,证券,证券
4186,4186,"外媒：中国超美成中东最大投资国 总额达295亿美元
",4,3,2,6,2,3,3,3,国内财经,美股
4187,4187,"欢瑞世纪砸3.25亿  公司自称“太过乐观”
",1,1,1,0,0,4,0,5,证券,证券
4188,4188,"香港疫情流感高级预警？关注抗流感概念股
",1,0,1,1,0,0,0,3,证券,证券
4189,4189,"海通证券：多头格局小波折很正常
",2,0,0,1,1,0,0,0,证券,港股
4190,4190,"中信证券：冰火两重天 白马周期分化
",1,0,0,0,2,0,0,1,证券,国内财经
4191,4191,"中植系入主一年后脱手美尔雅 刚满24岁男子15亿接盘
",1,1,2,1,1,5,0,3,证券,证券
4192,4192,"多家网络招聘平台整改 发布职位前需进行企业认证
",0,2,0,0,0,1,0,1,国内财经,国内财经
4193,4193,"7月新增贷款预计达8000亿 M2增速有望反弹至9.7…
",5,4,3,3,3,1,2,7,国内财经,证券
4194,4194,"西部证券：短线蓄势后市场将继续向上发起进攻
",1,2,1,4,2,1,0,3,证券,美股
4195,4195,"耀才证券:就业数据佳撑美股 蓝筹绩前港股续拉锯
",4,0,1,2,0,0,1,3,港股,证券
4196,4196,"快讯：商品早盘普涨 黑色系开盘大涨螺纹钢热卷涨停
",4,0,1,0,6,1,0,2,期货,期货
4197,4197,"中国金洋：港股走势及分析
",5,2,1,2,2,0,1,3,港股,证券
4198,4198,"市场蓄积新能量 再度冲击3300点
",1,2,1,3,2,0,0,3,证券,证券
4199,4199,"易事特成“10送30”公司中首个被查者
",0,3,1,0,0,2,0,2,证券,国内财经
4200,4200,"房租太贵 无家可归 穷人们搭帐篷占领悉尼金融中心
",0,1,0,1,0,1,1,1,美股,证券
4201,4201,"欢瑞世纪股权质押风险暂解“黑天鹅”风波一时难消
",1,0,0,0,0,1,1,3,证券,国内财经
4202,4202,"港股牛市正当时 券商股何时起舞?
",3,0,2,1,0,0,0,3,证券,美股
4203,4203,"智通港股早知道|8月7日
",8,2,2,3,2,0,2,7,证券,证券
4204,4204,"智通港股公告精选︱8月6日
",7,1,2,3,2,0,2,6,证券,证券
4205,4205,"周期股大爆发 后续走势机构现分歧
",1,0,0,0,2,0,0,4,证券,证券
4206,4206,"英欲付400亿脱欧分手费？政府人士回应：不可能
",1,1,1,2,0,2,0,2,美股,证券
4207,4207,"两市融资余额减少33.21亿元 终止四连升
",2,1,3,0,0,2,0,3,证券,证券
4208,4208,"保护区禁挖矿 西部黄金8200万投资“输”给野骆驼
",1,1,0,1,1,1,2,2,证券,港股
4209,4209,"又一名山东男子在天津误入传销死亡 3名嫌犯被刑拘
",0,3,0,2,0,3,0,1,国内财经,生活
4210,4210,"连续下滑13个季度后 苹果iPad强劲反弹
",0,2,1,1,0,0,1,0,美股,国内财经
4211,4211,"575份新三板中报业绩分化 拟IPO公司多数盈利增长
",1,3,0,1,1,2,0,5,证券,证券
4212,4212,"11家新三板企业发行12.6亿双创债 覆盖面小亟待推广
",1,5,2,1,1,2,0,5,证券,证券
4213,4213,"神华两煤矿8月起减产 华电能源“躺枪”
",2,1,1,2,2,0,1,2,证券,证券
4214,4214,"业绩仍靠卖资产 亿利洁能拟投9.6亿加码光伏业
",1,1,1,0,0,0,0,3,证券,证券
4215,4215,"股权激励遭21名员工放弃 维格娜丝：因资金不足
",1,2,2,1,0,3,0,5,证券,证券
4216,4216,"三角度解剖暴风集团：市值蒸发300亿 是缩小版乐视？
",1,0,1,0,0,0,1,2,证券,证券
4217,4217,"三季报预告渐次出炉 化工业异军突起
",0,0,0,0,0,0,0,0,证券,证券
4218,4218,"本周解禁市值环比减少逾五成
",0,0,0,0,0,0,0,0,证券,证券
4219,4219,"24岁男子接盘美尔雅 旗下官网称主治医师为“华佗”
",0,1,0,1,0,3,0,1,证券,证券
4220,4220,"美元内忧外患未了 人民币弹性料将增强
",2,2,0,8,2,1,2,1,美股,美股
4221,4221,"能源系国企迎整合重组高潮 电力和煤炭行业将是焦点
",1,2,0,4,2,1,1,2,证券,美股
4222,4222,"韩国人均收入今年或达2.9万美元 明年有望破3万
",1,0,1,4,2,3,2,1,美股,美股
4223,4223,"停牌十个月复牌 东方电子收购方案两遭深交所问询
",1,2,2,1,1,2,1,1,证券,证券
4224,4224,"原材料价格上涨叠加环保加强 8月纸企竞相提价
",6,1,1,2,3,1,1,2,证券,美股
4225,4225,"新股提示：永安行今日申购 代码732776
",3,2,1,2,1,1,1,6,证券,证券
4226,4226,"中国投资者再次出手收购好莱坞资产
",2,3,0,2,1,1,1,0,美股,国内财经
4227,4227,"5年前所卖资产被要求“退货”*ST新亿反诉“旧主”
",1,2,1,1,1,3,0,3,证券,证券
4228,4228,"祥源控股入主万家文化 收购价7个月缩水超四成
",3,3,1,1,1,2,1,6,证券,美股
4229,4229,"棉纱期货即将挂牌 多家上市公司欲参与
",0,2,0,4,7,4,0,4,期货,期货
4230,4230,"任泽平:Q3需求韧性仍强 钢铁限产环保督查供给出清
",0,1,0,0,1,0,0,0,证券,证券
4231,4231,"前7月房企海外发债规模超去年全年 政策不确定性犹存
",2,5,2,2,1,1,1,2,证券,国内财经
4232,4232,"恐袭后中国游客重返法国 巴黎旅游业乐开花
",2,2,0,2,1,0,1,0,美股,国内财经
4233,4233,"刀锋：今日大盘提示和热点前瞻（附股）
",3,0,0,2,0,0,2,3,证券,证券
4234,4234,"助力iPhone8 三星扩大OLED面板产能
",1,0,0,1,2,0,0,1,美股,证券
4235,4235,"环保PPP不能过度拼投资拼项目 金融资金须防控风险
",0,3,0,1,1,1,2,1,证券,国内财经
4236,4236,"万家文化几近五折闪电卖身 赵薇折戟浙江富豪捡漏
",0,0,0,0,0,1,0,2,证券,美股
4237,4237,"短线调整是为积蓄做多动能 市场将继续向上发起进攻
",0,2,1,4,2,1,0,3,证券,国内财经
4238,4238,"人民日报海外版：贸易战将殃及全球 不应成中美之选
",1,2,0,9,2,1,1,2,美股,美股
4239,4239,"彭斯否认竞选谣言 公开声明无意参与下届大选
",0,1,0,1,0,1,0,0,美股,证券
4240,4240,"多头得心应手蓄积新能量 A股有望再度冲击3300点
",2,1,0,2,2,0,0,4,证券,证券
4241,4241,"乐视再迎数千万资金压力 发薪日偿还欠薪日同步到来
",1,0,0,1,0,0,1,2,证券,证券
4242,4242,"亿利洁能拟收购实控人光伏与热电资产 股票继续停牌
",2,1,1,2,0,2,0,4,证券,证券
4243,4243,"乐视高层无法直接联系贾跃亭 讨债者自掏腰包悬赏
",0,1,0,0,1,1,0,0,证券,国内财经
4244,4244,"实体小微企业融资难 融资结构失衡
",0,2,0,0,0,0,0,0,国内财经,国内财经
4245,4245,"腾讯向印度输出数字“红包”
",1,0,1,0,0,0,0,0,美股,港股
4246,4246,"万盛股份38亿收购败家 大股东解禁前夜41亿市值蒸发
",3,1,2,1,1,2,0,7,证券,证券
4247,4247,"神华两煤矿停产致煤电矛盾激化 华电能源将依法维权
",0,1,0,3,1,0,0,1,证券,美股
4248,4248,"药品准入首次国家谈判：2万元一支抗癌药降到7600元
",2,1,0,0,0,4,0,3,国内财经,证券
4249,4249,"8月7日7点交易员正关注要闻
",5,2,1,7,2,0,2,4,美股,美股
4250,4250,"富士康郭台铭：未来中美都会加大投资 不会厚此薄彼
",0,2,0,2,1,1,0,0,美股,国内财经
4251,4251,"股海导航 8月7日沪深股市公告提示
",6,2,3,3,2,0,2,7,证券,证券
4252,4252,"8月7日四大证券报头版头条内容精华摘要
",5,2,1,3,2,0,2,4,证券,证券
4253,4253,"周末国际市场要闻必读(8月7日)
",5,3,2,5,4,0,3,6,美股,美股
4254,4254,"黄智华：三重压力带构成决战关口
",0,0,0,0,0,0,0,0,证券,证券
4255,4255,"古禅：股市中期解套压力分析
",2,0,0,0,1,0,0,2,证券,证券
4256,4256,"金融机构严防股权质押风险:额度收紧 质押率大幅下调
",1,1,1,0,0,1,2,4,证券,证券
4257,4257,"国企传承难题：国企老总频现59岁现象 结局让人唏嘘
",0,1,0,1,0,1,0,0,国内财经,证券
4258,4258,"香港经济学家刘遵义：人民币没必要盯住世界最强货币
",0,3,1,3,0,1,0,1,国内财经,国内财经
4259,4259,"住建部排查棚改项目：超过40万套保障房无法正常交付
",0,0,0,1,0,0,0,0,国内财经,美股
4260,4260,"PPP立法加速 力避政出多门
",0,0,0,0,0,0,0,0,国内财经,证券
4261,4261,"经济日报：夸大资本外流压力不靠谱
",1,3,0,3,0,1,1,1,国内财经,证券
4262,4262,"用时不到11天 《战狼2》票房上30亿元
",2,2,2,1,0,4,0,3,证券,证券
4263,4263,"党报：贸易失衡症结不在中国 贸易战不应成中美之选
",2,4,0,6,1,1,1,1,美股,美股
4264,4264,"药品准入首次国家谈判：2万一支的抗癌药降到7600元
",2,1,0,0,0,4,0,3,国内财经,证券
4265,4265,"党报海外版：贸易战不应成中美之选 失衡症结不在华
",0,2,0,4,0,1,0,1,国内财经,证券
4266,4266,"美国制裁升级对俄罗斯经济影响有限
",0,2,0,5,1,0,0,1,美股,证券
4267,4267,"EPFR数据显示新兴市场连续吸引资金流入
",0,2,1,3,2,0,1,4,美股,港股
4268,4268,"求职者讲述网上招聘陷阱：公司收建档费后“消失”
",0,0,0,0,0,3,0,2,生活,证券
4269,4269,"6·30后多晶硅供应吃紧 光伏下游需求暴涨是主因
",2,0,0,0,0,1,0,0,证券,证券
4270,4270,"白酒行业进入恶性竞争时代：古井贡与洋河贴身肉搏
",0,1,0,1,0,1,0,0,证券,证券
4271,4271,"兰州民百收购标的业绩承诺存疑 股东要求定向""补偿""
",1,0,1,0,1,2,0,3,证券,证券
4272,4272,"军工股现涨停潮 两只“李鬼”主题基金净值不升反降
",3,3,4,2,1,1,0,3,基金,证券
4273,4273,"310家公司中期营收净利双增长 三维度掘金投资机会
",1,4,1,0,2,3,0,4,证券,证券
4274,4274,"证监会下半年以来通报22宗案件 内幕交易案占四成
",1,0,0,0,1,1,0,2,证券,证券
4275,4275,"机构预测7月CPI同比增1.5% 全年增速不会超过2%
",2,5,2,2,2,3,1,4,国内财经,证券
4276,4276,"央行：严限信贷流向投机购房 停止落后产能金融支持
",0,3,0,0,1,0,1,0,国内财经,证券
4277,4277,"评论：又见各路长期资金入A股
",1,0,0,0,1,0,0,4,证券,证券
4278,4278,"从7月摘牌数创单月新高 看新三板两极分化
",2,3,1,2,2,0,1,3,证券,国内财经
4279,4279,"广汽菲克4S店人员载顾客试驾撞货车 试驾员资质遭疑
",0,0,0,1,0,1,0,0,生活,证券
4280,4280,"兰州民百否决业绩补偿方案 机构股东“替人操心”
",1,0,0,1,0,0,0,4,证券,证券
4281,4281,"挖掘本轮行情中超跌的绩优潜力股(组图)
",1,0,0,0,2,0,0,2,证券,证券
4282,4282,"阳光城三高风险：担着870多亿的保 囤着700多亿的货
",3,1,1,1,1,0,1,4,证券,证券
4283,4283,"评论：停复牌制度改革如何寻求突破
",0,0,0,0,0,0,0,0,证券,证券
4284,4284,"支持并购重组是一个积极信号 A股需要其提升市场质量
",1,2,1,1,1,1,0,6,证券,证券
4285,4285,"方大炭素征程：主力席位主导 各路资金进场交易共振
",0,0,0,0,0,0,0,1,证券,证券
4286,4286,"铜陵有色背后的行业趋势：消费新亮点推升产业景气度
",1,1,0,2,1,0,0,1,证券,证券
4287,4287,"棉纱期货即将挂牌 多家上市公司欲参与
",0,2,0,4,7,4,0,4,证券,期货
4288,4288,"海立股份控股股东拟转让全部持股 占总股本的20.22%
",1,0,0,0,0,1,0,4,证券,证券
